Key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
LaTeX,!,(,),+,",",-,0,1,2,3,4,5,6,7,8,9,=,\\alpha,|,A,\\beta,b,\\cos,C,\\Delta,\\div,d,\\exists,e,\\forall,/,f,\\gamma,\\geq,\\gt,G,H,\\infty,\\int,\\in,i,j,k,\\lambda,\\ldots,\\leq,\\lim,\\log,\\lt,l,\\mu,M,\\neq,N,o,\\phi,\\pi,\\pm,',p,q,\\rightarrow,R,\\sigma,\\sin,\\sqrt,\\sum,S,\\tan,\\theta,\\times,T,u,v,w,x,y,z,[,],{,},^,_
